page_no,title,price,condition,photo_link
2,"Apple Laptop MacBook Air MD711LL/B Intel Core i5  8GB 512GB 11.6"" Mac OS ",$450.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/m1kAAOSwWelgFXMc/s-l225.jpg
2,Mac Book Pro 17 inch -  512 GB - 2.2 Ghz (early 2011),"$1,200.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/WRkAAOSwUGxdL14E/s-l225.jpg
2,"Apple MacBook 13"" Laptop | UPGRADED 4GB RAM+250B HD | MAC OS 2017. WARRANTY",$239.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/M-gAAOSwe7VgEe1R/s-l225.jpg
2,Apple MacBook Pro 13 Intel i5 2.7ghz - 8GB RAM 1TB SSD - LAPTOP MAC - OSXx,$697.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/mLAAAOSwR5ldU4An/s-l225.jpg
2,"Apple MacBook 13"" Laptop | UPGRADED 8GB RAM+1TB HD | MAC OS HIGH SIERRA 2017",$248.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/aOIAAOSwaB1f-O3X/s-l225.jpg
3,APPLE MACBOOK PRO 15 INCH RETINA MAC LAPTOP | QUAD CORE I7 | 512GB SSD | OS-2019,$879.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/hUkAAOSwISFfEG8l/s-l225.jpg
3,Apple MacBook Air 13 inch Laptop / 3 YEAR WARRANTY / 128GB SSD + BONUS / OS-MAC,$527.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/fXIAAOSw5Stf0oby/s-l225.jpg
3,MACBOOK PRO 13 ❃ RETINA ❃ CORE i7 ❃ 16GB RAM ❃ 1TB SSD ❃ 3 YR WARRANTY OS MAC,"$381.00 to $1,227.00",Refurbished,https://i.ebayimg.com/thumbs/images/g/WfIAAOSwMYRfgzjn/s-l225.jpg
3,"Apple MacBook 2.26ghz Core 2 Duo 8gb RAM 13"" Laptop 500GB 2009",$250.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/FWoAAOSwoX5f9nCS/s-l225.jpg
3,"Apple MacBook Air 13.3"" Laptop i5 1.8GHz 8GB 128GB Mac OS (MQD32LL/A)",$624.89,Refurbished,https://i.ebayimg.com/thumbs/images/g/~3kAAOSw5YVf3U-S/s-l225.jpg
3,"Apple Macbook 13"" Laptop Pre-Retina / UPGRADED 8GB RAM / MAC OS 2017 / WARRANTY",$289.99 to $329.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/M4kAAOSw0w5elKRs/s-l225.jpg
3,"APPLE I MAC 21.5"" MID 2011 INTEL CORE I5 2.50 GHZ 4GB RAM 500GB+ORIG. Box!",$295.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/ZKkAAOSw93pgAizK/s-l225.jpg
3,"Mac book pro 2012 i5,  8GB 1600 MHZ DDR3 very good condition   ",$350.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/e9IAAOSwurxf~c7a/s-l225.jpg
3,"Apple CARE+ MacBook Air Retina 13"" FAST i5 A2179 SSD HD Latest MAC OS+WARRANTY🔥","$1,100.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/6SUAAOSw-rVf4NUB/s-l225.jpg
3,"Apple iBook Clamshell G3 ""PINK""  366 S.E. SPECIAL EDITION Mac OS 9  ⭐️⭐️⭐️⭐️⭐️",$369.75,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/Y94AAOSwd0tdmPcp/s-l225.jpg
3,"Apple MacBook Pro13"" 500GB HDD/ Intel i5 /New 8 GB RAM. Mac OS Catalina",$378.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/kr0AAOSwuChgBjeM/s-l225.jpg
3,MACBOOK PRO 15 INCH MAC LAPTOP | OS2019 | 1TB SSD | 3.4GHZ CORE I7 | FORCETOUCH!,"$1,189.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/dYkAAOSwzkReTXEG/s-l225.jpg
3,New ListingRarely Used 2014 Mac Book Air,$500.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/QzUAAOSwh0Bf3302/s-l225.jpg
3,"Mac book pro 12"" MNYM2GR/A 12","$1,230.00",Brand New,https://i.ebayimg.com/thumbs/images/g/xg0AAOSwJHhczJyj/s-l225.jpg
3,"Apple MacBook Pro 15"" TouchBar i7 7Gen 2.9GHz 16GB 512GB SSD Mac OS2020 Big Sur","$1,239.00",Refurbished,https://i.ebayimg.com/thumbs/images/g/p6gAAOSw31xfl9ub/s-l225.jpg
3,"Apple 12"" MacBook Retina IPS Intel Core m3 256GB SSD 8GB RAM MAC OS Gold Webcam",$709.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/xmAAAOSwryRfR7b8/s-l225.jpg
3,MacBook Pro 15 Retina … 3.2GHZ Turbo i7 … 16GB RAM 1TB SSD … WARRANTY … OS MAC,$991.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/dmYAAOSw0GJflDWo/s-l225.jpg
3,Apple Mac MacBook Air A1465 11.6in I5 4GB 128GB Silver Laptop  MJVM2LL/A,$619.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/nYYAAOSwZ5Ra8yVZ/s-l225.jpg
3,"Apple CARE+ MacBook Pro 13"" Retina FAST i7 A1708 SSD HD Latest MAC OS+WARRANTY🔥","$1,020.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/p20AAOSwNkRfmVlg/s-l225.jpg
3,"Nice Apple MacBook Pro13"" 500GB HDD/ Intel i5 /New 8 GB RAM. Mac OS High Sierra ",$379.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/lI0AAOSwYV5f4yRP/s-l225.jpg
3,"Apple Macbook Air 13"" Mid 2013 1.3ghz i5, 4gb, 120gb SSD Mac OS Catalina READ",$299.90,Refurbished,https://i.ebayimg.com/thumbs/images/g/BvMAAOSw3p9f2q1D/s-l225.jpg
3,"New ListingApple MacBook White 13"" MC207LL/A 250GB HDD 2.26GHz 4GB MAC OS High Sierra 2017",$200.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/aSIAAOSwb7BfTeLS/s-l225.jpg
3,"APPLE MAC BOOK PRO 17"" LAPTOP A1297 GOOD CONDITION Free Shipping!!",$449.95,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/igYAAOSw9eVXWI4C/s-l225.jpg
3,"Apple MacBook Pro13"" 500GB HDD/ Intel i5 /New 8 GB RAM. Mac OS Mojave",$379.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/6FIAAOSw3dlf~xHw/s-l225.jpg
3,Apple MacBook A1181 Core 2 Duo 2 GHz 2GB RAM 120GB HDD 13.3'' Mac OS Laptop READ,$75.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/8wQAAOSwv4xftoNQ/s-l225.jpg
3,Macbook Pro 15 2010 Mac OS High Sierra,$199.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/UNgAAOSw6BlfValp/s-l225.jpg
3,Mac Mini Server 2GHZ i7 2 x 500GB HD High Sierra Refurbished Mid 2011 MC936LL/A,$249.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/1mkAAOSwYBRf7~cm/s-l225.jpg
3,Apple MacBook Pro 13 inch Laptop / Mac OS Catalina / 500GB HDD / 2.5GHz intel i5,$440.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/Pb0AAOSwEnVgDTb1/s-l225.jpg
3,"APPLE MAC PRO WITH 23"" CINEMA DISPLAY",$500.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/CuEAAOSw32lYw00k/s-l225.jpg
3,"Apple MacBook Pro 13"" Laptop i5 2.3 GHz 8GB 128GB Mac OS (MPXQ2LL/A)",$771.39,Open Box,https://i.ebayimg.com/thumbs/images/g/zhYAAOSw1zlgD6Hy/s-l225.jpg
3,New ListingGenuine 512GB SSD For Apple Macbook Air Pro imac Mac Pro 2013-2015 Samsung,$195.65,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/qtcAAOSwEHJgF1JC/s-l225.jpg
3,Mac Mini MGEN2LL/A late 2014 8GB Core i5 2.6GHz 1TB+WARRANTY!,$464.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/7-wAAOSwsppf8pkJ/s-l225.jpg
3,"Mac Book Air 11.6"" 1.4GHZ 4GB 256GB Model: A1465 Year 2014 Good Condition",$285.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/DCIAAOSwT9dgFEdU/s-l225.jpg
3,Apple Mac Book Pro 13”-early 2011- Working-Updated software with new hardware!!!,$249.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/4o0AAOSwHRpfe-MC/s-l225.jpg
3,"Apple MacBook Pro 13"" 2.3GHz Core i5 4GB RAM 320GB duo OS Mac and Winsows 10",$450.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/Z4AAAOSwXRJfXio9/s-l225.jpg
3,"Apple MacBook Air 13.3"" Laptop i5 1.3GHz 4GB 128GB Mac OS X (MD760LL/A)",$382.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/jMEAAOSwB4Zf3Umw/s-l225.jpg
3,"Apple Macbook PRO Retina A1707 15"" i7 QUAD CORE 1TB SSD HD Latest Mac OS+EXTRAS","$1,540.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/SN4AAOSwfPpgBvSt/s-l225.jpg
3,MACBOOK PRO 13 ❃ RETINA ❃ CORE i7 ❃ 16GB RAM ❃ 1TB SSD ❃ 3 YR WARRANTY OS-MAC,"$441.00 to $1,227.00",Refurbished,https://i.ebayimg.com/thumbs/images/g/r2AAAOSw6ntfgzhP/s-l225.jpg
3,"Apple MacBook Pro Retina 13"" Laptop 2015 Mac Catalina 10.15 (2019/2020 OS) A1502",$783.28,Refurbished,https://i.ebayimg.com/thumbs/images/g/RZwAAOSwJ5Bdz00f/s-l225.jpg
3,MACBOOK 13 INCH WHITE LAPTOP Late 2009 Model- MAC OS X 10.13.6 Apple Computer,$328.85,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/EYEAAOSwztdezcPw/s-l225.jpg
3,"Apple MacBook Pro 13"" Retina FAST i5 A1706 1TB SSD HD Latest MAC OS + EXTRAS 🔥",$790.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/vDsAAOSwtvxf2Q7r/s-l225.jpg
3,Mac Book Pro Notebook,$450.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/QE0AAOSwSTFe8UTC/s-l225.jpg
3,"Apple MacBook Pro 13"" Retina FAST i5 A1708 256GB SSD HD Latest MAC OS + EXTRAS🔥",$760.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/1wYAAOSwJX5fmWIA/s-l225.jpg
3,"Apple Macbook PRO Retina A1707 15"" i7 QUAD CORE 1TB SSD HD Latest Mac OS+EXTRAS","$1,420.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/IlMAAOSwJxVf0pBU/s-l225.jpg
3,"Apple Mac Mini Server 2.0 GHz QUAD Core i7, 16GB RAM, 1 SSD, 1 HHD (Total 1TB)",$606.68,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/2vQAAOSwKz5eT2Hx/s-l225.jpg
3,"Apple MacBook Pro 13.3"" Laptop Intel Core i5 8GB 128GB Mac OS (MF839LL/A)",$487.59,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/uJAAAOSwhHZf1828/s-l225.jpg
3,"Apple MacBook A1181. Core2Duo 2.1GHz,2GB Ram, 320GB HDD, MAC OSX 10.7. WORKING ",$149.95,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/v~EAAOSwVoNfEfRq/s-l225.jpg
3,"Apple Macbook pro 13"" A1278, Intel i7, 16gb ram, 1tb hdd, Catalina Mac OS",$822.55,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/CBMAAOSw8DZfOaOY/s-l225.jpg
3,"Apple MacBook Pro A1286 Core i7 Processor, 320G, 8GB RAM, MAC OSX Sierra 10.12",$599.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/zCkAAOSw5-hZi2sS/s-l225.jpg
3,"APPLE MAC BOOK PRO 13.3, NEW BATTERY, NEW CHARGER, NEW SSD 500gb DRIVE, CLEANED.",$495.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/KFsAAOSwDBtgDdVj/s-l225.jpg
3,Mac Pro 2019 3.5GHz 8-core Intel Xeon W 32GB 256GB - Radeon Pro 580X - Bundle!,"$5,099.97",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/ijUAAOSwM5JgAZhB/s-l225.jpg
3,"Apple MacBook Pro13"" 500GB HDD/ Intel i5 /New 16 GB RAM. Mac OS Catalina",$419.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/Tu8AAOSwSElgBjuE/s-l225.jpg
3,"MacBook Pro 15"" A1398, i7 Quad 2.2Ghz 16GB 512GB SSD Mac OS Big Sur",$806.29,Refurbished,https://i.ebayimg.com/thumbs/images/g/HgMAAOSwS~pf6PeO/s-l225.jpg
3,Mac book Air Core 128GB,$475.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/tZYAAOSwzvtcdwYi/s-l225.jpg
3,"Apple Mac Mini 2014 MGEM2LL/A i5-4260U 1.4GHz, 4GB RAM, 500GB HDD PC547529",$224.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/RpEAAOSwvkVgFIhS/s-l225.jpg
3,Macbook 2010 a1342 2.4GHZ 2GB 120GB Super El Cap MS Office READ Apple mac,$249.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/9dcAAOSwYL9fnIur/s-l225.jpg
3,BIG SUR Apple MacBook Air i7 - 8GB RAM 1TB SSD - 3 YR WARRANTY - OSX-MAC,$827.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/Xa8AAOSwObdf0lXZ/s-l225.jpg
3,"MACBOOK PRO 15"" PRE-RETINA - RADEON NVIDIA - CORE i7 - 16GB - 1TB SSD - OS-MAC",$475.00 to $855.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/9i4AAOSwHHBfuVnH/s-l225.jpg
3,Apple mac book pro 15inch retina / 16gm ram 259gb ssd / 2.0 Ghz i7 late 2013 ,$547.97,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/-IQAAOSw-r1gDKYg/s-l225.jpg
3,"MacBook Pro 15"" A1398, i7 Quad 2.5Ghz 16GB 512GB SSD AMD R9 M370K Mac OS Big Sur",$884.57,Refurbished,https://i.ebayimg.com/thumbs/images/g/HgMAAOSwS~pf6PeO/s-l225.jpg
3,Apple iBook Clamshell + 60 GB HD . BOXED Mac OS 9 = GREAT ⭐️⭐️⭐️⭐️⭐️,"$1,007.25",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/3A0AAOSwMN5d5uU1/s-l225.jpg
3,"Apple MacBook Pro 13"" Laptop i5 2.9GHz 8GB 512GB Mac OS (MNQF2LL/A)",$977.89,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/fj4AAOSw7vVe9zU0/s-l225.jpg
3,"MACBOOK PRO 15"" PRE-RETINA - RADEON NVIDIA - CORE i7 - 16GB - 1TB SSD - OS MAC",$475.00 to $855.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/uQQAAOSw7TNfuVo2/s-l225.jpg
4,2011 Mac Book Pro Silver A1278 16.5 V ,$89.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/Ai8AAOSwxXFgFCz3/s-l225.jpg
4,"☛MACBOOK✪PRO✪15""✪SILVER✪LED i7✪MAC✪APPLE PRE RETINA ALUMINUM✪COMPUTER✪PUTER✪GOOD",$649.65,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/HmQAAOSwL7VWnnO7/s-l225.jpg
4,Mac mini  A1347 Late 2014 Core i5-4278U 2.6GHZ 8 GB RAM 500GB SSD MacOS Catalina,$650.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/lCsAAOSw7xlfVqoS/s-l225.jpg
4,"Apple Macbook PRO RETINA 15"" A1398 i7 QUAD CORE LAPTOP HD Latest Mac OS+EXTRAS🔥","$1,050.00",Pre-Owned,https://i.ebayimg.com/thumbs/images/g/Vv4AAOSwGzpf2Plo/s-l225.jpg
4,"13.3"" Apple MacBook Unibody Core 2 Duo 2.4GHZ 2GB 250 GB Mac OS x 10.10 Yosemite",$350.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/ipwAAOSw-7RVGHKY/s-l225.jpg
4,"APPLE MACBOOK PRO 15"" RETINA MAC LAPTOP | QUAD CORE I7 | 1TB SSD | 16GB | OS2019","$1,179.00",Refurbished,https://i.ebayimg.com/thumbs/images/g/6nIAAOSwpixfkJaQ/s-l225.jpg
4,APPLE MACBOOK n OSX EL CAPITAN INTEL WEBCAM MAC LAPTOP MICROSOFT OFFICE 2011 PRO,$159.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/18wAAOSwZ11db1Ey/s-l225.jpg
4,Apple MacBook Pro A1286 Core 2 Duo 2.66GHz 8GB RAM 250GB HDD 15'' Mac OS Laptop,$200.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/2DEAAOSwnRpf6LY-/s-l225.jpg
4,APPLE MACBOOK INTEL DUALCORE MAC X with MICROSOFT OFFICE 2011 Pro LAPTOP SALE!!!,$139.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/OeAAAOSwCntdb01j/s-l225.jpg
4,APPLE MACBOOK OSX EL CAPITAN INTEL 500GB 4G MAC LAPTOP MICROSOFT OFFICE 2011 PRO,$189.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/YtQAAOSwpBNdb1Ew/s-l225.jpg
4,"Apple MacBook White 13"" MC516LL/A 250GB HDD Intel 2.40GHz MAC OS Used",$150.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/pOsAAOSwRcNfts0Z/s-l225.jpg
4,"Apple MacBook Pro13"" 500GB HDD/ Intel i5 /New 16GB RAM. Mac OS High Sierra ",$499.97,Refurbished,https://i.ebayimg.com/thumbs/images/g/lLMAAOSwNqJbZIo3/s-l225.jpg
4,Apple A1181 Mac OX 10.6.8  1.83GHz  1GB Ram 120GB HDD ,$60.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/TcgAAOSwq1JZFkVY/s-l225.jpg
4,"APPLE MAC BOOK PRO 15""MID -2010 CORE I7 2.66 8GB RAM 500GB HDD MC373LL/A WORKS G",$245.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/FqoAAOSwmsFf6nc2/s-l225.jpg
4,"Apple MacBook 13"" Laptop Intel i5 8GB+256GB SSD HD *MAC OS  High Sierra 2017 ** ",$429.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/C9IAAOSwGFVef6~c/s-l225.jpg
4,MacBook Pro 15 Retina … 3.2GHZ Turbo i7 … 16GB RAM 500GB SSD … WARRANTY … OS MAC,$878.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/GSEAAOSwqBFflDDk/s-l225.jpg
4,MacBook Pro RETINA 13 i7 3.1GHz TOUCH ✺ 16GB RAM 2TB SSD ✺ WARRANTY ✺ OS MAC,$957.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/L70AAOSw9uhfmUVg/s-l225.jpg
4,"Unlock EFI iCloud Bios Removal Service for MacBook Pro, Air 11"" 13"" 15"" Mac Mini",$75.26,Brand New,https://i.ebayimg.com/thumbs/images/g/OvoAAOSwU09ednNW/s-l225.jpg
4,SALE! APPLE MAC iBook MICROSOFT OFFICE PRO MAC OS X Book LAPTOP G3 CD Cheap!,$89.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/D5kAAOSwomJeILS7/s-l225.jpg
4,"APPLE MAC BOOK PRO 13""MID -2010 C2D 2.4 4GB RAM 250GB HDD MB374LL/A WORKS GOOD",$199.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/9DAAAOSwlI1f5To0/s-l225.jpg
4,Apple iBook G3 M6497 Dual USB 500MHz 320MB RAM 10GB HDD Mac OS X 10.3.9 WORKS,$69.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/HM8AAOSwcsJf~jUV/s-l225.jpg
4,"Apple MacBook Pro13"" New 1TB 1000 GB SSHD Intel i5 /New 8GB RAM. Mac OS Catalina",$429.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/i2QAAOSwNM9gBkRc/s-l225.jpg
4,"Apple MacBook Pro /15.4-inch,Mid  2012/ 8gb Ram/256GB SSD HD /MAC OS CATALINA ",$450.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/-VYAAOSw4-Rfpj1e/s-l225.jpg
4,"Apple MacBook White 13"" MC207LL/A 250GB HDD 2.26GHz 4GB MAC OS High Sierra 2017",$279.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/t1oAAOSwjU9Z0mUY/s-l225.jpg
4,"Apple MacBook White 13"" MC207LL/A 250GB HDD 2.26GHz 4GB MAC OS High Sierra 2017.",$279.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/0KgAAOSwY7lch92g/s-l225.jpg
4,"Nice Apple MacBook Pro13"" 512 GB SSD/Intel i5 /New 8 GB RAM. Mac OS High Sierra ",$439.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/6lEAAOSwH2hf-1zX/s-l225.jpg
4,"Apple MacBook Pro13"" New 1TB 1000GB HDD/ Intel i5  16GB RAM. Mac OS High Sierra ",$449.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/bksAAOSw5Dlf4xqs/s-l225.jpg
4,"APPLE MAC BOOK PRO 13""MID -2010 C2D 2.66 4GB RAM 320GB HDD MC375LL/A WORKS GOOD",$230.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/SE4AAOSwjL1f67Mm/s-l225.jpg
4,"Apple MacBook Pro13"" New 1TB 1000 GB HDD / Intel i5 /New 8 GB RAM. Mac OS Mojave",$399.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/ZSAAAOSw4edf~xIk/s-l225.jpg
4,Apple Mac Mini Mid 2011 Intel Core i5 2.3GHz 8GB 128GB SSD HDD SUPER FAST,$245.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/jFIAAOSw-L5fMrVl/s-l225.jpg
4,"Apple MacBook Pro13"" 500GB HDD/ Intel i5 /New 16GB RAM. Mac OS High Sierra ",$399.95,Refurbished,https://i.ebayimg.com/thumbs/images/g/Pz4AAOSwWZlf4yP0/s-l225.jpg
4,Apple MacBook Pro A1278 Mac 13.3” Core i5 2.5GHz 4GB RAM 500GB SATA  Drive,$294.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/FFsAAOSw0lFf0Wbh/s-l225.jpg
4,Apple Mac Mini 2010 Intel Core 2 Duo 2.4GHz 4GB 320GB 10.10 Yosemite ,$299.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/UQcAAOSwaB5Xo6Nb/s-l225.jpg
4,"Apple MacBook White 13"" MC516LL/A 250GB HDD Intel 2.40GHz 8GB MAC OS High Sierra",$299.97,Refurbished,https://i.ebayimg.com/thumbs/images/g/q~sAAOSw3WxZ28Pk/s-l225.jpg
4,Apple MacBook Air 1.6 i5 4GB Ram 128GB SSD Laptop MJVM2LL/A 2015,$479.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/VYwAAOSwqtZfW6kv/s-l225.jpg
4,"Apple MacBook Air 13"" FAST i5 LAPTOP A1466 500GB SSD HD Latest MAC OS+ EXTRAS",$650.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/nWkAAOSwpd9f0Amd/s-l225.jpg
4,"Apple MacBook Pro13"" New 1TB SSD.Intel i5 /16GB of RAM. Mac OS X Catalina 2019",$599.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/GU8AAOSwGf5d3rfk/s-l225.jpg
4,Apple Mac Mini Late 2012 Intel Core i5 2.5GHz 8GB 120GB SSD,$350.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/XngAAOSwoElfTQvx/s-l225.jpg
4,MacBook Pro 15 Retina ¬ 3.2GHZ Turbo i7 ¬ 8GB RAM 1TB SSD ¬ WARRANTY ¬ OS MAC,$862.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/P8YAAOSwjGxflZya/s-l225.jpg
4,MAC BOOK AIR 13 INCH EARLY 2014 1.4 GHZ WITH i5 8 GB Used But well Maintained,$500.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/bRUAAOSwETdf4oTJ/s-l225.jpg
4,"Apple MacBook Pro 15"" 2006 Intel Core 2 Duo 2.16Ghz 120GB HD Mac OS X Lion 10.7",$159.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/Mz8AAOSw31xf4A2h/s-l225.jpg
4,Mac Book Pro Notebook,$450.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/QE0AAOSwSTFe8UTC/s-l225.jpg
4,"Apple iMac AIO 20"" MA589LL A1207 C2D 2.16GHz 2GB RAM 500GB HDD Mac OS 10.6",$140.50,Refurbished,https://i.ebayimg.com/thumbs/images/g/CBEAAOSwfiJfjfZf/s-l225.jpg
4,Macbook Hybrid SSD500+1TB RAM 8GB Mac Mojave + Linux + Office + Windows 10 Pro,$498.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/aSQAAOSwWxJd7v9o/s-l225.jpg
4,"Apple 13.3"" MacBook Pro  Retina Display - Silver- 256GB SSD with Corel Mac Kit","$1,279.95",Brand New,https://i.ebayimg.com/thumbs/images/g/JGAAAOSw0o9e4~Dq/s-l225.jpg
4,"Apple MacBook Air A1466 i5-4260U 1.4GHz 121GB SSD 4GB 13"" Mac OS Catalina **",$450.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/c8kAAOSwZrJgEsMW/s-l225.jpg
4,Apple MacBook Air A1466 Intel Core i5-4250U 1.3GHz CPU 4GB RAM 256GB SSD Mac OSX,$309.99,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/Fl4AAOSw-wZf5Mzd/s-l225.jpg
4,x3 Lot Mac Mini 2.4GHZ C2D 4GB 320GB HD Optical High Sierra Refurbished ,$449.00,Refurbished,https://i.ebayimg.com/thumbs/images/g/LzgAAOSwN5Jf8AFH/s-l225.jpg
4,"Apple 13.3"" MacBook Pro  Retina Display -Silver - 512GB SSD with Corel Mac Kit","$1,614.95",Brand New,https://i.ebayimg.com/thumbs/images/g/dPwAAOSwW21e4~Hh/s-l225.jpg
4,"MacBook Pro 13"" A1278 Early 2011 2.7GHZ i7/ 4GB RAM/ 256GB SSD/ Mac OSX 10.13.6",$384.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/UbMAAOSwkmZfSpj3/s-l225.jpg
4,"Apple Mac Pro 6,1 Xeon 8 core 3.0GHz 64GB 1TB PCIe SSD Dual D500 6GB GDDR5 A1481","$2,500.00",Refurbished,https://i.ebayimg.com/thumbs/images/g/sX8AAOSwIXxf35yJ/s-l225.jpg
4,Apple Mac Book Pro Retina Display 13.3 screen. Used.,$950.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/T~cAAOSw32lYuNqE/s-l225.jpg
4,"Apple Macbook PRO RETINA A1398 15"" i7 QUAD CORE 512GB SSD HD Latest Mac OS+EXTRA",$997.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/ztMAAOSw8JRf0CU7/s-l225.jpg
4,"Nice Apple MacBook Pro13"" 512 GB SSD/Intel i5 /New 16GB RAM. Mac OS High Sierra ",$489.99,Refurbished,https://i.ebayimg.com/thumbs/images/g/6lEAAOSwH2hf-1zX/s-l225.jpg
4,"Apple MacBook White 13""  250GB HDD  2.26GHz / 8GB MAC OS High Sierra 2017 +",$289.97,Refurbished,https://i.ebayimg.com/thumbs/images/g/jNEAAOSwtuVa8KfN/s-l225.jpg
